id,a,b,c,t
3384,-2.834390694,-12.45696294,1.370285193,1
3385,1.0891628,-6.332531349,0.404477351,0
3386,3.066951318,-6.092537816,0.940519165,0
3387,-1.123767563,-3.103565567,-0.661486557,0
3388,1.541875708,4.35487395,0.821416184,0
3389,4.360400562,-21.67512997,1.262959541,1
3390,9.333249488,-6.760854852,-0.255167364,0
3391,-12.03052045,7.629669799,1.158530226,1
3392,-0.153205402,-4.985740878,-0.044645747,0
3393,8.803272155,0.232103584,-0.78231613,1
3394,-4.112892832,-1.700771809,-0.61327749,0
3395,-7.359524109,6.415748238,-0.477993255,1
3396,-7.846584165,-5.556833673,0.216087318,0
3397,-7.84339859,-5.300769015,-0.227177502,0
3398,4.470797756,-3.065196393,0.473393965,0
3399,6.944261358,2.962498331,-0.649546775,0
3400,1.575779638,3.542397709,0.093302696,0
3401,6.109099335,6.965654499,-0.158768974,0
3402,19.06987627,-11.79963064,0.339338671,1
3403,0.577094335,5.912059418,0.302684621,0
3404,0.639688852,16.70606144,-2.087134026,1
3405,-4.724892185,11.2353463,-2.09355544,1
3406,-3.953841229,4.173266116,0.460325007,0
3407,-2.926275791,-8.587840793,0.714642756,1
3408,18.59570134,13.80504296,0.424129796,1
3409,-18.19999496,4.229897865,-1.801349258,1
3410,2.324376523,-7.50427786,0.141330124,0
3411,-5.896937811,-0.167234612,-0.345069216,0
3412,15.40268245,4.557715365,-0.768062023,1
3413,-15.55240695,20.50089677,0.352468404,1
3414,-6.164029573,11.18748158,-1.314404428,1
3415,-3.923078625,-3.241713168,0.389173744,0
3416,-4.025176867,7.932609665,0.53530283,1
3417,-14.31880335,-4.680422131,1.87085901,1
3418,1.784555209,-2.340928715,-0.414621443,0
3419,17.90954764,3.720530664,0.379454445,1
3420,-4.858966487,-9.19723408,0.575922331,1
3421,0.572109218,-13.96661598,-1.680799705,1
3422,-19.45707366,3.321752919,0.142599502,1
3423,-1.146045377,1.270917451,-0.306974051,0
3424,0.785919436,4.811608544,-0.256168404,0
3425,1.821230269,-9.282553968,-0.623760033,0
3426,-14.85057706,20.54358751,-0.615356389,1
3427,-17.19021785,3.819014798,-1.501854255,1
3428,-1.81923123,-7.284156771,-0.856671598,0
3429,-6.869363285,5.240831343,0.075346742,0
3430,9.497389625,-13.16609396,-1.795295112,1
3431,-18.83323415,-18.05454214,1.488345707,1
3432,-5.43454707,1.519145009,-0.129026845,0
3433,-3.797564719,21.39991401,-1.163754655,1
3434,-7.968419087,-2.822036033,0.279289979,0
3435,6.390481409,2.40961247,-0.313934445,0
3436,2.696346816,-10.62747628,1.080094238,1
3437,8.336397843,-0.49226643,-0.639380743,1
3438,-3.190127972,7.341171976,0.388131618,0
3439,8.326192151,17.48554966,1.296144861,1
3440,5.241062579,-1.555328341,0.433549185,0
3441,7.113989006,-3.432784642,0.019787198,0
3442,3.004266039,-19.68492743,-1.060341848,1
3443,8.472117377,6.162230321,0.301873822,1
3444,-20.78302492,2.154893747,0.179653184,1
3445,0.43476903,3.076264378,-0.018480526,0
3446,2.976460695,-1.671019568,1.968609975,1
3447,-10.98948302,-9.533550079,-1.876563631,1
3448,7.816572001,0.869539344,0.448546622,0
3449,19.16252895,-18.57412126,-2.196440869,1
3450,5.601479798,-2.186618951,-1.067392399,1
3451,-0.161737088,-3.496162611,-0.111292976,0
3452,4.035354169,8.316216412,0.693805531,1
3453,-3.922712308,-18.78369853,-0.479274493,1
3454,19.34102319,2.367646887,-0.610405335,1
3455,9.634695431,-7.365733982,-0.617158519,1
3456,-4.721158211,5.551347737,0.32840967,0
3457,-2.283512872,-14.97673206,-1.651887105,1
3458,7.561653469,-4.403312608,0.335002354,0
3459,4.655889508,-19.71163444,0.776723818,1
3460,5.786797049,1.165660284,0.662634234,0
3461,0.961079728,-1.584829636,0.313884009,0
3462,3.148096073,0.925572986,-0.759361167,0
3463,-10.5911039,-12.86821761,-1.70354382,1
3464,2.434725701,-1.610458169,-0.984057881,1
3465,-3.833182762,-4.870139251,-0.050693595,0
3466,-0.649755989,19.97210352,1.960829077,1
3467,-19.24553912,-20.20662122,0.592905385,1
3468,-10.54147534,13.7990269,0.476769862,1
3469,2.370621036,-4.03357497,0.090816148,0
3470,8.45288293,-15.43591881,1.320813,1
3471,5.155896581,-15.81237029,0.592280726,1
3472,11.68444446,0.426869984,0.234463775,0
3473,13.04213173,15.37607673,-0.689660413,1
3474,5.567644046,-7.170423807,-0.275403777,0
3475,-4.709432607,18.04991574,-0.985491045,1
3476,-1.636266276,-6.290702902,1.353646096,1
3477,7.583415311,-16.22920616,-1.163042768,1
3478,9.537805888,12.44165167,1.107314397,1
3479,13.50613035,2.820429811,0.431703936,1
3480,14.68910711,-12.06981162,1.911285019,1
3481,-6.495225919,-14.60392254,0.875089711,1
3482,3.535866535,4.031592213,-0.879549023,1
3483,-7.569329973,0.282365732,0.145681898,0
3484,-19.0671439,8.851207459,0.38130963,1
3485,-1.267753606,15.02720411,-0.234956871,1
3486,16.45317509,8.931759804,0.984045367,1
3487,12.59776157,21.39386833,-1.200803887,1
3488,13.62684623,20.57234974,-0.06250842,1
3489,-12.32972839,4.683413896,1.730775605,1
3490,-4.612115906,-7.227458682,0.439167288,0
3491,-0.06262506,1.918227455,-1.03474735,1
3492,9.813056973,11.59183877,1.917148514,1
3493,-1.006370445,-1.114282921,-0.806747223,0
3494,-4.82782399,0.814889731,0.144089573,0
3495,-10.48533333,-8.332937253,-0.698801498,1
3496,4.166497485,-15.9674606,-1.236338688,1
3497,-6.76913719,5.208190392,0.296291149,0
3498,1.728227671,-7.500460206,-0.343723193,0
3499,-18.93463306,20.69364463,0.154150049,1
3500,6.073636909,7.413335909,0.386403901,0
3501,2.9852394,4.203126926,-0.202421406,0
3502,2.857631617,-4.442664047,-1.575129342,1
3503,18.31416505,-5.485885436,-1.03844219,1
3504,-21.89279006,15.54762136,0.692518651,1
3505,-11.49685633,-20.42552877,-0.075949433,1
3506,16.57368175,7.481685852,2.026332993,1
3507,-19.55351752,-0.987673035,-1.804155192,1
3508,-1.412839923,-6.676763424,-0.204864128,0
3509,9.259155038,-1.094111548,-0.05806858,0
3510,5.276806474,4.461444492,0.031125482,0
3511,-1.658242319,6.910518831,0.356647364,0
3512,1.782834265,3.526236169,0.886412877,0
3513,-5.718058553,3.718610795,-0.67321419,0
3514,2.502717691,5.568172103,-0.445136992,0
3515,-3.895116221,-4.459156669,0.796051143,0
3516,-17.63743406,9.215128228,-1.826780904,1
3517,-1.34558382,6.618679048,-1.646354596,1
3518,19.77844389,0.745683524,0.192966442,1
3519,6.138456638,7.271114377,0.029655658,0
3520,5.243455721,-1.429051259,0.02232172,0
3521,-20.68335377,-20.56565563,-1.540704215,1
3522,-4.314923294,4.022303215,-0.064350049,0
3523,0.084983435,5.076214752,0.554554813,0
3524,-0.047339993,-5.738746026,0.313616475,0
3525,-4.97498918,3.260899183,0.143434233,0
3526,5.812137336,8.530978311,0.735066707,1
3527,0.015637487,2.578962975,0.599843937,0
3528,7.288615493,2.399787726,-0.458645892,0
3529,2.39237734,-4.20295938,-0.02476334,0
3530,4.205762609,1.616304306,0.444173866,0
3531,10.82499812,-9.212024751,1.243294245,1
3532,-6.167548065,0.812146167,0.194199102,0
3533,0.990781223,1.996328087,0.896630226,0
3534,4.062232736,-2.281957798,-0.512190734,0
3535,-4.344441618,10.86609641,0.251628732,1
3536,3.947636253,14.37179439,-0.652982488,1
3537,-4.216364846,3.571570991,0.527099031,0
3538,-8.151854936,-0.032017567,0.382518062,0
3539,6.603005197,-3.141579826,0.55165681,0
3540,2.637538173,17.96507504,-0.761009228,1
3541,7.68951835,-2.093748039,-0.618691891,1
3542,-0.371217304,1.36112875,-0.16279628,0
3543,-19.31878377,5.550620123,0.76123621,1
3544,-3.084749494,3.604797844,0.307845729,0
3545,-0.68942074,8.280678506,0.176999549,0
3546,-3.634556597,-6.060187128,-1.034215955,1
3547,11.07354526,1.735887757,0.418225162,0
3548,-5.431790473,0.309202041,0.582591463,0
3549,2.059023598,-4.650154637,-0.037445204,0
3550,9.317883284,-1.767723034,0.548373293,0
3551,5.605691471,16.81303172,-0.436720235,1
3552,1.825351596,9.167406511,0.61675282,1
3553,-4.989357497,5.357771177,-0.038244405,0
3554,6.584032345,1.369075093,0.070317083,0
3555,-13.24496865,19.74968387,1.583246118,1
3556,3.912555116,1.256627711,-0.283741023,0
3557,11.85978818,-6.740810229,1.704737433,1
3558,2.277093043,-4.462009541,-0.028652815,0
3559,1.535135838,-1.382123133,0.157132344,0
3560,5.782244843,-2.786460573,0.58240309,0
3561,5.806750917,-0.422512817,0.639313772,0
3562,-8.864803618,1.886961613,-0.418175103,0
3563,-11.54548672,-17.87743854,-1.298765295,1
3564,0.872829723,-0.451927848,-1.120859778,1
3565,8.049897865,-13.29692201,2.137117847,1
3566,10.4479443,-3.989666988,1.306169431,1
3567,5.131667076,2.516127869,0.228038194,0
3568,-4.210119797,-1.208658287,0.26610256,0
3569,1.714121825,2.901145556,-0.649110439,0
3570,6.240424164,0.233379245,-0.272128622,0
3571,-0.850251728,-4.840188325,-0.687629389,0
3572,19.36038869,7.292828061,-1.331038502,1
3573,9.126877316,-4.330560252,0.183244086,1
3574,-1.294047418,-6.412962764,0.012166916,0
3575,17.96318435,9.293284448,-0.456676489,1
3576,-6.761984262,-1.442143741,-0.220638437,0
3577,-1.569298865,-9.761161031,0.091346158,0
3578,-9.342483537,-0.157194864,0.62649617,1
3579,9.063192005,-0.395461076,-0.093260932,0
3580,7.589276216,-1.597576426,0.460580634,0
3581,5.007454567,4.909472447,0.842887787,0
3582,3.202301723,10.405699,0.231075426,0
3583,-7.838313772,0.877966679,-2.054017614,1
3584,4.506378476,-2.907623903,-0.366791407,0
3585,2.298995819,4.233135319,0.419858806,0
3586,4.801384271,5.954457754,0.407678367,0
3587,-13.3103001,-14.67077938,-1.454488335,1
3588,0.325961059,-3.889806876,-0.333474062,0
3589,-3.473021473,11.97842941,-0.381733564,1
3590,-1.136001784,0.051852579,0.576582588,0
3591,0.806512466,18.68847673,-1.826032711,1
3592,-1.802544824,0.415580366,1.021044315,0
3593,4.645130945,2.15491883,0.103330628,0
3594,0.573965497,1.05310826,-0.485469221,0
3595,3.143466312,-4.807452517,-0.525812441,0
3596,0.332683428,0.400733984,-0.762141357,0
3597,4.25510163,4.290269935,-0.666550733,0
3598,-21.2098171,10.75878314,0.345928979,1
3599,-20.51645972,-2.828002049,0.704762089,1
3600,3.245223594,4.250186091,-0.652446446,0
3601,-2.896375498,5.728980847,0.787130379,1
3602,-0.055386026,0.53668218,1.062947167,0
3603,-3.688587215,5.895348292,-0.473453878,0
3604,-7.87465018,-7.617341434,0.285669584,0
3605,-0.323028707,-8.132412642,0.336789805,0
3606,-14.88660496,16.04139732,0.785011102,1
3607,-5.08478708,-6.89138647,0.245170544,0
3608,-12.52989482,-15.45631444,1.319452132,1
3609,-20.60607426,16.03013316,1.681144898,1
3610,-18.40750985,-17.54773563,-1.040071317,1
3611,-20.51717267,-20.19396407,-1.35752277,1
3612,-0.350457197,-4.830771011,0.766580188,0
3613,2.273343147,-5.502206059,0.157361378,0
3614,2.66707913,-0.887825867,-0.152884238,0
3615,-5.940214317,21.07281363,-0.175898704,1
3616,-13.78102785,9.142219802,1.483951108,1
3617,-1.991170234,-7.707159089,-0.047879875,0
3618,-15.27586181,-12.32221568,1.454971203,1
3619,20.38239207,21.69517399,-1.695600267,1
3620,3.811080508,-3.328648345,-0.907038943,1
3621,8.990802033,7.302589519,0.167455687,0
3622,-9.762714584,-14.77576947,1.148766438,1
3623,3.548185255,15.49958642,2.005016536,1
3624,3.480904123,4.248179627,1.0232144,1
3625,-5.897426257,9.413196556,0.051269363,1
3626,-8.370279417,-5.581228293,0.221405771,1
3627,2.750167571,10.93894083,-0.195978607,1
3628,16.09968912,10.84011199,1.580458963,1
3629,-5.823617836,-6.383065998,0.111402251,0
3630,18.98546717,-16.36983324,-1.277625572,1
3631,2.968455573,-1.110640678,0.571596098,0
3632,-3.68951289,-5.459340622,-0.541922316,0
3633,-3.765517621,2.943285511,0.028892483,0
3634,5.909497846,3.269960952,-0.388426742,0
3635,-5.581787393,-15.14614022,0.243793906,1
3636,-6.182378639,8.688544086,-1.590671715,1
3637,-16.1682016,21.93928576,-1.841265784,1
3638,-8.050951888,-20.34763352,-1.274593855,1
3639,-11.2212532,11.63822006,1.831591506,1
3640,0.907653222,10.11125918,-0.197130921,0
3641,3.822076547,4.986130012,-0.935692858,1
3642,-3.171294909,8.755652924,-0.21483862,0
3643,-14.92579049,-12.11358299,-1.552428772,1
3644,-0.52047278,4.063519342,-0.026475382,0
3645,13.15392136,-16.94854796,-2.029789609,1
3646,6.692968751,-7.867823068,1.095048399,1
3647,6.952925014,-8.597182545,0.199300927,1
3648,-10.23668433,16.19489105,0.52657107,1
3649,-6.949598899,4.615365328,-0.390910061,0
3650,-12.13072878,7.721303736,0.761463301,1
3651,-6.598700453,-1.049225324,0.131187145,0
3652,15.54811263,18.40187686,0.230326912,1
3653,4.948999296,6.551350456,0.248765606,0
3654,-18.2037662,-10.66736058,-0.715299591,1
3655,1.739924915,6.580066746,0.59229493,0
3656,-20.79887021,9.571654618,1.467358872,1
3657,6.392786917,-0.09736924,0.312457569,0
3658,-5.59928355,-3.130505567,-0.103731201,0
3659,-3.355800875,-4.409263391,0.033242727,0
3660,-11.08810142,4.426833154,0.56489653,1
3661,-0.837604096,9.439318445,-0.113337176,0
3662,-5.862093437,-7.946999748,0.146251919,0
3663,-9.115338642,-17.30348724,1.356419134,1
3664,12.4546876,13.89705166,1.422169419,1
3665,-4.925917306,3.437789425,-0.357532076,0
3666,-15.82104909,6.908024407,-1.452662,1
3667,-1.62733323,3.656311716,0.322036866,0
3668,-3.445121368,1.058125366,0.899204946,0
3669,-11.59651923,19.63769616,-1.204719677,1
3670,7.440832686,-3.901852511,-0.054736066,0
3671,9.034057419,-19.32959851,1.719002657,1
3672,11.99499075,-16.92419383,0.802568611,1
3673,-17.77217796,13.76121763,-0.531694558,1
3674,11.66079316,1.417461229,-0.227395558,0
3675,-8.871911034,18.99212697,-1.051989859,1
3676,11.49453723,3.491971393,-1.419728838,1
3677,0.366080465,-7.081382513,0.441390866,0
3678,4.364757988,14.83886805,1.334149292,1
3679,-7.778591431,-17.33300113,0.507308625,1
3680,-6.01852454,-0.68582296,-1.886439061,1
3681,-11.38112506,11.75832404,1.816132896,1
3682,-0.681674464,-1.019114694,0.167038438,0
3683,11.21629377,17.71008954,-1.610352807,1
3684,-15.16739595,-2.21443843,2.081707095,1
3685,2.648351827,-1.931970955,0.192318406,0
3686,8.443371425,-7.045926498,0.435409716,0
3687,-15.96968303,-0.254900374,-0.601600119,1
3688,-8.513859535,-0.68859924,-0.277783588,0
3689,-4.898103702,-0.087829008,1.081459415,1
3690,-4.388034136,15.72395365,-1.568135502,1
3691,4.387252584,6.541207308,0.229972692,0
3692,6.229307383,2.181737162,-0.433397292,0
3693,-6.927892709,2.164101593,0.542620729,0
3694,-4.429445579,-9.161582125,-0.496733601,0
3695,-2.709757755,5.309903869,0.535300215,0
3696,6.24496452,-6.905564684,0.121380187,0
3697,14.27864521,0.248320482,1.180131382,1
3698,10.59352827,-13.13448684,1.757265179,1
3699,-7.090921363,-16.62019809,1.239989735,1
3700,-0.870399732,-5.809283182,0.601548837,0
3701,14.06192236,4.684236727,1.19738184,1
3702,-4.578955032,-0.712943887,0.13857824,0
3703,-5.90003541,5.205924972,-0.107820027,0
3704,-3.084740372,9.607853148,-0.403891314,1
3705,1.031432077,-5.678614594,0.484228081,0
3706,-7.769205811,-0.404115899,-0.382799405,0
3707,-4.834581043,2.709308404,-1.937543283,1
3708,-9.887811319,19.715241,1.829580124,1
3709,-5.965036455,-1.829940705,-0.530726055,0
3710,2.580668929,-5.049667051,0.497427593,0
3711,-16.07908872,1.714914843,1.372158815,1
3712,2.358846702,-5.177124654,-0.007149279,0
3713,-5.986517284,-18.35105393,1.731562406,1
3714,-18.56100809,-15.81162783,-1.980012201,1
3715,7.880560118,21.24746016,-2.014920704,1
3716,-5.486537545,-3.709111892,0.030215112,0
3717,-5.961334432,19.19886338,-1.848283677,1
3718,1.064101598,-0.273512713,-0.113617469,0
3719,-3.258912054,4.733548554,-0.226052988,0
3720,8.787166175,-10.07185515,-1.248304806,1
3721,6.763257419,-17.55581498,-1.650441644,1
3722,-8.026210014,2.06127012,0.100725244,0
3723,-1.12221667,-5.363624816,0.415855693,0
3724,3.055532084,-5.581594292,-0.757178268,0
3725,2.556935452,1.645945256,-0.904222553,0
3726,-3.668993633,7.08551534,-0.754630869,0
3727,0.981569473,1.092425433,-1.182752424,0
3728,8.356971485,-20.94991876,-1.249923082,1
3729,-6.371060577,-6.420957132,-0.050327999,0
3730,12.66281387,-10.31110031,1.809903041,1
3731,-0.18458505,-5.240809057,0.666620231,0
3732,16.36058363,-20.76462293,0.49007745,1
3733,14.0744522,-7.070099455,0.916551745,1
3734,-21.36005627,3.769804929,0.661889319,1
3735,-1.876425456,2.780832392,-0.195185995,0
3736,-9.632959963,-20.81209942,1.205204974,1
3737,0.068630613,5.926310592,0.884327643,0
3738,-20.77368385,-3.5656944,-1.802658463,1
3739,5.544132678,-1.44312368,-0.925682916,1
3740,0.820524785,8.945522651,0.599534416,1
3741,3.98089668,0.691199061,0.891074775,0
3742,7.590216511,11.59619076,-0.393090019,1
3743,-18.93095741,1.287784152,1.785939692,1
3744,-8.921843166,-4.684150547,-1.478590799,1
3745,3.267880897,6.159190893,-0.195951039,0
3746,-8.802673311,6.356170343,-0.40078,0
3747,-7.376064429,0.498745633,1.369017063,1
3748,3.055360767,-3.685780951,0.220840045,0
3749,7.60492332,5.108056991,-0.124116774,0
3750,-2.245728686,-6.361207216,-0.526476936,0
3751,5.592093985,1.108832091,-0.615744736,0
3752,-1.220227482,-3.107675255,-0.704876739,0
3753,-16.07571616,16.55745997,-0.016095191,1
3754,-15.3883491,1.316912,-1.036588009,1
3755,-1.204685224,9.848654896,0.649392616,1
3756,-2.475734021,-6.357793072,-0.227158923,0
3757,1.894189297,18.80497593,1.307816706,1
3758,-20.25047165,0.63646065,-2.136645955,1
3759,5.38882247,3.775376303,0.130099536,0
3760,-3.959972409,-10.32331471,0.914808168,1
3761,-17.25539207,-18.3595358,-1.306226405,1
3762,11.89775512,9.535299277,0.885572478,1
3763,-7.87856355,0.057688265,-0.613330487,0
3764,3.14915029,16.09980945,0.754839223,1
3765,-11.20674031,-6.631826553,0.064277466,1
3766,-3.034131708,8.841356141,-0.001298628,0
3767,-8.111542178,3.257292399,0.084769288,0
3768,-9.469958505,-6.594150162,1.103097686,1
3769,-11.79012089,-17.45104903,-0.183860969,1
3770,1.862489312,-0.317226353,0.826080709,0
3771,6.882795156,-5.206976123,-0.220335099,0
3772,-5.2442323,1.193632204,-0.500610059,0
3773,2.451053723,-16.53174043,-1.104536141,1
3774,6.453735341,0.005015309,1.645399086,1
3775,6.502062792,6.169093855,0.408830339,0
3776,6.436487242,-4.981894446,-0.12666357,0
3777,12.40212757,-7.192059164,-1.45365565,1
3778,4.275432121,-5.28015759,0.046333593,0
3779,8.614404176,8.617827849,0.560467392,1
3780,-1.213258468,3.09446092,-0.104557982,0
3781,-21.86362025,2.530487537,-1.461343323,1
3782,7.047417008,6.061374121,-0.23355064,0
3783,7.376387495,-3.669584664,0.368334213,0
3784,-20.40778896,4.255988787,2.133329083,1
3785,-2.579016933,-19.39620702,-1.046328339,1
3786,4.761332581,0.290496327,-0.016220923,0
3787,9.948234747,-5.472516714,-0.12057151,1
3788,-0.696574713,-1.397597257,-0.597638362,0
3789,5.074355631,9.433646403,0.235147148,0
3790,12.35333611,20.85313403,0.306751678,1
3791,-5.92904021,-1.472588077,-0.544263748,0
3792,-18.32255349,21.64162676,-1.272235772,1
3793,3.709190358,-7.347878947,0.384104421,0
3794,-10.29056152,-3.752831842,0.195919602,1
3795,4.191325157,-3.696917512,-0.83108874,0
3796,21.00119409,14.90766425,-1.562413457,1
3797,3.341066695,6.045327846,-0.610635365,0
3798,7.850165192,0.722339914,1.520674039,1
3799,-4.898157711,6.06149968,-0.591796784,0
3800,4.876370233,0.412253954,0.50287059,0
3801,2.536586903,2.557009977,0.290228953,0
3802,10.50892804,-12.08062669,1.219013714,1
3803,0.401101045,12.77616733,1.740936281,1
3804,-9.872392861,-11.3546049,-1.205866706,1
3805,4.006367224,-0.969699353,0.24763353,0
3806,-3.257367723,-0.439627418,0.181053823,0
3807,-2.946278052,16.88899527,-0.980799998,1
3808,7.250737193,-6.308584048,-0.007144791,0
3809,3.957630761,-0.437136606,-1.124845974,1
3810,9.173690268,4.507577024,-0.272017016,1
3811,4.936380887,4.431021088,0.256688765,0
3812,0.827647756,12.10017091,-0.522155553,1
3813,1.490688292,-9.461474216,0.709615294,1
3814,8.861040553,-1.797596476,-0.205925745,0
3815,-2.994157821,8.329463145,0.314546177,0
3816,-2.67019781,3.17103387,0.07216087,0
3817,-15.32114272,6.257103148,1.982773528,1
3818,0.37881677,8.778182374,0.202534943,0
3819,-21.28888422,9.847812758,0.698815227,1
3820,7.97476516,-3.410003703,-0.249864255,0
3821,-13.21884081,11.67847118,-0.919104838,1
3822,15.57882576,9.93543691,2.140763707,1
3823,6.270414221,2.05499715,-0.455949076,0
3824,1.137359324,2.665297663,-0.16461333,0
3825,-18.71171653,-2.205485579,-0.680926998,1
3826,1.664281271,-8.863274996,0.050485944,0
3827,5.581375629,-4.749289319,0.644204918,0
3828,6.349025937,4.072637702,-0.2994235,0
3829,7.318480597,-2.584244272,-0.52571022,0
3830,-17.83527402,-19.09932544,-2.078006743,1
3831,-0.809055792,11.68590277,-1.444971561,1
3832,9.67960833,2.369984579,-0.434008402,1
3833,-16.82273217,17.13175433,0.707833,1
3834,-1.893159778,-12.96534019,-1.9945402,1
3835,0.331138419,10.84776545,-0.73216497,1
3836,-14.60061778,2.53035847,1.599052068,1
3837,-4.3402259,8.135654383,0.064018507,0
3838,1.147410563,6.645508026,0.051099486,0
3839,-1.009510918,-0.499017393,0.165672488,0
3840,-11.26386204,8.927817256,-2.035304765,1
3841,5.914791197,-5.647428968,-0.43636154,0
3842,3.970506734,-2.596717011,0.591134461,0
3843,21.17203538,-8.171734223,-0.686599362,1
3844,-4.674054145,0.339363204,0.124031689,0
3845,2.382590971,-4.559277721,-0.63832392,0
3846,15.17628094,-15.43729135,0.717015704,1
3847,0.586959344,10.74887169,0.055113501,0
3848,-7.643649598,-1.7530726,0.163303195,0
3849,6.265791183,6.797339139,-2.137944905,1
3850,17.43500397,-5.937343432,1.791267549,1
3851,-19.16443985,12.58568798,0.954198054,1
3852,-2.320934328,-19.50701091,1.547242661,1
3853,3.094123966,-13.7618881,1.736764228,1
3854,4.751668326,-3.737157775,0.720228319,0
3855,-12.24591373,13.84863006,1.292001052,1
3856,2.363154619,-1.286633887,-0.821911464,0
3857,-9.45811541,-2.295119744,0.685553083,1
3858,3.3851739,8.882630945,-0.304523043,0
3859,6.379324623,2.314757346,0.085848905,0
3860,-6.650664858,-1.388855717,-0.650136422,0
3861,-9.33092773,7.488944284,1.216400361,1
3862,2.435940088,-7.483764674,-0.031897855,0
3863,-19.0415489,2.811794474,0.393315228,1
3864,10.78927923,0.320493037,0.33182333,0
3865,-0.136725762,5.296544113,0.380791837,0
3866,-6.223833647,3.207119422,-0.680611714,0
3867,-9.625541747,-2.348605822,0.80610198,1
3868,-4.347522893,-17.71927974,-1.343150957,1
3869,-0.672375953,-1.40204532,0.317997109,0
3870,3.952639093,-5.939963952,-0.205247423,0
3871,-2.87497403,-7.380234725,0.46728417,0
3872,-3.889227412,5.347424649,0.729084104,0
3873,-8.124022173,-4.117330357,0.739170683,1
3874,-2.537178695,-4.595598273,-0.524025667,0
3875,4.047954907,-5.745562634,-0.150711837,0
3876,-1.572891241,1.774596521,0.368928998,0
3877,0.9005244,8.650972515,-0.051831819,0
3878,8.549881117,2.918735088,-0.073867612,0
3879,-7.38702639,16.470676,2.133139972,1
3880,-14.2648972,-16.94603364,0.837494218,1
3881,-12.56642912,-0.834722136,-0.899119265,1
3882,-6.040825041,7.902719451,0.279621007,1
3883,-1.977922223,-6.361686644,-0.267155916,0
3884,-9.0721284,1.197976284,0.615323014,0
3885,8.643275913,1.616422816,-0.312782933,0
3886,3.466561372,3.82825691,-0.663761114,0
3887,7.761709998,-13.27188138,1.441991374,1
3888,-4.615812474,-7.162186936,0.442126836,0
3889,21.03023779,-1.625573695,-1.499305308,1
3890,-8.621310333,-0.421301852,0.420119158,0
3891,2.165522324,-8.344228086,-1.635472463,1
3892,-9.243813896,0.084000366,0.328510078,0
3893,-11.32979924,-20.56198654,-0.65403176,1
3894,5.972163334,-18.00109753,-0.475907434,1
3895,3.609646798,-1.835592171,1.552391581,1
3896,1.198873158,-15.60608092,0.551867917,1
3897,0.02943906,-6.649963482,0.534040981,0
3898,-8.815224904,0.429042808,0.406222217,0
3899,-2.434379324,-3.185501976,0.444233311,0
3900,-3.136245541,19.67159287,-0.172928857,1
3901,5.419510965,-0.922115839,0.089999474,0
3902,-3.932741878,1.686709159,-0.106644055,0
3903,-10.24667653,1.786783805,0.469012737,0
3904,-14.52929594,-17.4564279,1.100168302,1
3905,3.489153469,3.846559483,-0.039129254,0
3906,4.690201777,-2.404192643,-0.785944469,0
3907,-3.083929301,-7.419421047,0.412991323,0
3908,8.761196668,2.332711125,-1.211032224,1
3909,-12.27567274,7.215510557,1.072856227,1
3910,9.340711756,3.640031877,1.4466764,1
3911,-2.9031064,6.627417143,1.956145847,1
3912,19.53204947,2.667604094,1.042755388,1
3913,2.270823573,-3.841061847,0.467492218,0
3914,6.114416779,8.435817621,-0.47649112,0
3915,0.203797475,-4.929545908,-0.716702955,0
3916,2.488626343,-20.68222216,0.902960104,1
3917,-1.467086834,4.18673557,-0.043487739,0
3918,-12.12260045,4.516068945,-1.558420874,1
3919,-4.875630186,-3.42056171,0.386377112,0
3920,-21.76685952,-15.99985567,1.946164446,1
3921,-0.681485349,-0.398409991,0.91045628,0
3922,18.2305747,-20.77592837,0.298732897,1
3923,-5.507737788,-3.101617815,-0.470606764,0
3924,-16.08130928,0.613557691,0.939018588,1
3925,-1.331031159,-5.979729916,1.665033563,1
3926,0.957188149,8.558094447,-0.386110131,0
3927,4.92928132,1.699003546,0.121927262,0
3928,-7.784292938,4.504815884,-0.039938511,0
3929,-17.82273021,17.25795558,1.070709678,1
3930,-9.531614497,-13.27399655,2.039324053,1
3931,-8.447456025,-5.869259526,-0.225739685,0
3932,-0.265467705,-8.730969185,0.336432449,0
3933,-1.825307973,-1.693097825,0.90905307,0
3934,13.94968684,-5.074171324,-0.425232923,1
3935,6.466507217,3.271518875,-0.376340107,0
3936,14.90814129,14.09363936,-0.601366061,1
3937,1.258226472,-19.15549101,-1.558377996,1
3938,7.109756726,-7.109697785,0.234238909,0
3939,-19.50516627,20.27739399,2.138037666,1
3940,7.944648987,-1.993226688,0.153802557,0
3941,-4.274596078,4.216121691,0.629257348,0
3942,-4.687627507,-10.28718559,-0.304058085,0
3943,-9.41352405,2.121828306,0.39157317,0
3944,-9.543421002,-7.448363613,1.722491628,1
3945,-19.14282963,-3.354893837,-1.930265533,1
3946,2.092545246,-10.2223555,-0.345498631,1
3947,-15.83954668,1.189355341,0.96533574,1
3948,-19.91569225,14.29238421,0.771215726,1
3949,3.354273312,-6.961154374,-0.3309819,0
3950,-9.021777414,2.892415563,1.818223626,1
3951,0.405011093,-9.869714091,-0.016309317,0
3952,14.11081094,-21.96218385,0.420254657,1
3953,-2.356806572,-1.598961579,0.026375129,0
3954,-8.765111392,19.68448511,-0.544979152,1
3955,-10.48203731,-1.636531348,0.965577899,1
